Area,Price
2115,889000
1350,950000
985,1099000
1054,1130000
1147,1245000
1968,2100000
1928,2125000
2450,3000000
2616,3115000
1670,3150000
2250,3300000
2400,3500000
0,1750000
783,669000
0,899000
1650,950000
906,1030000
1100,1050000
0,1187000
2990,1200000
1141,1385000
1483,1875000
1560,2600000
0,408500
1210,630000
1300,757000
989,825000
1065,890000
950,910000
0,925000
838,950000
1750,1050000
1522,1260000
1220,1450000
1200,1850000
4900,4700000
0,435000
0,450000
432,455000
640,683500
1168,770000
1518,825000
1313,995000
920,1109000
966,1205000
1250,1250000
1225,1381000
1265,1625000
2450,1785000
1971,2475000
900,4500000
1037,575000
855,820000
1625,940000
1272,950000
1425,950000
5050,2390000
804,400000
720,552000
1134,600000
1025,630000
691,675500
1050,776000
640,1030000
1700,1030000
1845,1150000
1376,1200000
1276,1260000
1650,1700000
2212,2185000
1732,2675000
2000,3300000
925,503000
925,530000
825,535000
1065,550000
875,600000
862,630000
1940,675000
1340,725000
0,734000
1362,820000
0,839000
1250,850000
1350,870000
2768,950000
1933,1038000
1100,1072000
0,1104000
0,1180000
1875,1200000
0,1395000
1094,1495000
1550,1565000
2000,2100000
0,1260000
1044,825000
504,470000
1072,1856000
1410,995000
1214,1043000
3002,1710000
875,360000
0,889000
0,254000
523,631000
851,825000
1500,900000
1120,1425000
1288,800000
1680,810000
1660,1060000
942,925000
1040,950000
1134,1100000
1365,1450000
2587,5400000
800,420000
2090,680000
896,725000
1118,1000000
1906,1465000
1950,3100000
4010,2355000
1643,1140000
591,650000
1518,1057500
1698,1325000
590,600000
1188,880000
1296,903500
998,950000
810,1251000
725,1500000
1614,2060000
1000,685000
703,690000
1017,1690000
668,553000
1717,1125000
1021,965000
915,975000
1400,1200000
2000,2360000
2208,2500000
746,370000
747,481000
2351,1700000
2025,850000
0,823000
0,729000
1030,1140000
2573,2650000
1400,800000
1056,875000
3736,7750000
2460,1205000
1503,1381000
1015,965000
1876,1100000
3418,2090000
7400,9500000
1301,1010000
1415,950000
850,521500
1225,790000
1166,1463000
1259,1860000
807,649000
800,756000
1143,805000
1166,1975000
2045,3018000
1515,1370000
1154,1150000
739,628000
733,675000
0,2600000
946,750000
1517,1525000
0,233000
0,1520000
1553,2000000
1015,741000
944,830000
1029,750000
2548,1770000
1952,860000
1811,1462000
1950,2150000
906,540000
1776,1044500
1525,1200000
1058,1320000
0,1450000
2402,680000
1303,1308000
555,607500
1470,710000
1610,2329000
902,835000
1808,1175000
1935,702000
1131,887000
1620,1300000
1410,1197000
1758,1035000
2442,4200000
27275,1535000
1920,880000
1380,860000
978,750000
1844,1650000
1586,1635000
1455,1125000
1553,1753000
1043,950000
845,615000
1129,925000
1238,1460000
694,729000
734,570000
1148,1300000
1666,1635000
1000,1082000
2153,2650000
998,1005000
1212,900000
1704,1250000
1548,950000
1525,788000
1756,905000
652,560000
1365,1150000
802,680000
825,700000
1262,1195000
610,625000
787,875000
1916,1190000
1057,760000
1434,1185000
2130,1295000
1841,1850000
1344,1200000
5160,1400000
0,1465000
1755,705000
1656,1400000
991,950000
829,862000
0,1085000
1325,1010000
902,723000
1250,915000
1600,1275000
838,925000
851,825000
1856,900500
653,485000
1321,1160000
2100,1569000
1200,935000
1725,1050000
4540,3416500
999,960000
1026,1020000
1407,1250000
1264,900000
1222,890000
1450,1175000
0,1650000
1014,900000
2283,1900000
1864,2150000
1443,1215000
1358,1280500
1600,1410000
2822,2425000
5460,675000
528,805000
1600,1625000
1238,1550000
1643,1350000
2026,2014000
1025,810000
1692,1410000
680,710000
2380,1880000
885,655000
1145,800000
960,1015000
1310,1425000
830,760000
1024,805000
1487,1000000
1564,1300000
579,550000
1274,1030000
1302,735000
1050,951000
1356,1415000
3691,1535000
1560,1800000
2440,3300000
1366,1480000
4200,2600000
3490,5375000
980,1105000
1334,1307000
1384,610000
2988,2850000
0,755000
2015,699500
1436,1175000
1170,1500000
1375,967000
1125,2000000
1365,850000
0,800000
995,536000
875,626000
1655,757500
5613,250000
837,975000
1826,1735000
1579,2200000
764,851000
1043,955000
1350,1361000
823,659000
2734,715000
2561,2410000
975,920000
1218,1050000
1668,1175000
1030,900000
2992,1459000
1275,1710000
1690,835000
733,685000
1401,1440000
1070,1075000
1162,921500
1850,1393000
1494,1231000
1542,1727000
3200,1050000
2900,3625000
2425,945000
0,710000
910,1012000
2124,1160000
786,1000000
3478,1237500
1878,700000
1760,1099000
801,885000
875,1850000
0,3375000
5526,1125000
0,1375000
3814,2200000
1359,650000
1475,705000
1125,1181000
612,1420000
2500,1585000
1850,950000
1360,1300000
1607,1350000
1630,1200000
1196,720000
908,955000
2613,3200000
2500,900000
2233,1950000
1375,1115000
1120,1400000
1179,725000
2440,2050000
1629,850000
1850,2300000
1460,2500000
2343,2800000
834,725000
1803,772000
0,750000
0,1678000
838,800000
1408,1100000
1437,1200000
2435,1450000
6370,5000000
1105,1050000
953,760000
1225,638000
2007,980000
1168,637000
1368,2500000
1681,540000
1019,720500
718,605000
0,825000
1181,780000
2252,1406500
0,310000
872,610000
2520,785000
1477,1000000
1523,1525000
1876,1700000
1633,5625000
1407,1010000
1509,3110000
2643,1460000
2304,1901000
865,460000
800,505000
1606,680000
900,750000
1237,950000
664,725000
1106,985000
1090,1490000
894,338500
1320,1395000
927,775000
1250,1190000
941,1250000
0,1405000
1367,1500000
0,1960000
1937,2100000
744,625000
1380,840000
1808,1060000
2578,1810000
2030,2435000
1100,600000
2680,1300000
918,901000
1412,2150000
1205,835000
1244,1011000
1900,444000
880,2825000
3150,1560000
1250,840000
900,550000
1550,980000
1700,1400000
0,1550000
956,650000
0,310000
1559,1525000
2461,1738000
1445,1125000
1578,1505000
1446,1038000
1170,662000
1756,1107000
1077,1125000
875,849000
1907,1800000
2300,495000
1695,1249000
1160,2300000
1330,1450000
1230,870000
889,1150000
1290,818000
539,705000
518,610000
0,850000
807,690000
1823,2335000
913,810000
1000,1050000
1340,820000
1150,1155000
2439,1595000
0,1650000
1098,2495000
1246,1165000
1305,1278000
2840,1575000
1600,1270000
0,1200000
1563,1200000
1213,830000
1032,890000
1987,1750000
1012,916000
1894,975000
1450,1625000
730,1400000
621,560000
728,720000
852,880000
1248,900000
1135,1250000
1300,710000
3375,1240000
1538,1349000
1790,2100000
1340,1310000
2927,1750000
1025,870000
957,930000
1184,1750000
2420,2300000
2758,4000000
956,715000
1803,2445000
1078,590000
1089,1200000
517,751000
962,779000
2098,2507000
3200,3100000
1325,850000
1514,1330000
2102,1710000
3780,2650000
592,680000
1985,1850000
2075,3025000
1214,550000
818,560000
1027,1375000
900,868000
933,650000
0,1205000
1149,900000
1222,1015000
857,875000
0,1785000
1190,1010000
1525,1100000
2096,1810000
2400,2700000
1325,1500000
1533,2200000
1233,750000
1275,1000000
670,665000
1789,690000
567,575000
933,647000
860,750000
1007,1495000
554,620000
1106,533000
1005,645000
1850,2000000
4809,2095000
691,700000
675,720000
1089,940000
1396,1180000
1384,1225000
1804,1500000
847,600000
1554,1225000
1844,850000
1445,1265000
0,1475000
2400,758000
1032,910000
2046,3650000
989,655000
2173,2250000
1578,1550000
3082,1750000
1422,701000
1275,715000
1059,1100000
1456,1200000
1175,3425000
1214,750000
2354,2066000
0,899000
27275,730000
1022,899000
2784,1125000
1734,2703000
1760,1200000
1208,470000
935,821000
581,540000
1316,1010000
1360,1285000
1766,800000
1237,945000
825,1500000
1050,705000
831,710000
1690,1825000
2195,750000
0,680000
1707,2075000
2330,2925000
2380,1918000
2050,1675000
1236,920000
1152,1441000
1112,1045000
1630,1425000
830,540000
1107,1401000
1458,1600000
882,690000
1227,1455000
1624,1000000
2300,1300000
2023,1465000
1340,1325000
2106,1410000
882,903500
0,1195000
1344,1550000
544,560000
956,875000
827,879000
958,1175000
1259,1250000
1198,1430000
1308,1120000
839,3700000
1162,1325000
5740,7500000
1048,479000
2072,850000
1362,1310000
863,560000
1198,936000
2060,1380000
2200,1935000
658,703000
752,750000
3373,565000
2075,1575000
1852,1710000
894,801000
1125,500000
2024,1075000
1175,1300000
1873,1890000
1533,875000
1470,998000
1570,1420000
925,1270000
854,3364000
1904,860000
896,558500
768,800000
964,915000
1097,1100000
1300,700000
1075,725000
1184,1105000
2244,1600000
1335,1120000
1279,810000
2034,1315000
1762,3500000
713,775000
1065,1250000
0,1350000
562,420000
1125,1175000
1185,450000
1195,463000
983,1305000
638,1100000
1125,1230000
1494,1221000
1760,1395000
3483,1800000
1450,1450000
2819,5310000
2172,1815000
2026,1340000
2700,2300000
680,715000
577,575000
679,640000
938,730000
664,755000
1278,1245000
602,462000
580,560000
822,700000
1335,1225000
1461,1360000
0,1600000
1109,1025000
1125,1455000
1188,1743000
4515,1250000
2380,3550000
1036,740000
2073,925000
2010,1081000
1400,1125000
1745,1800000
2164,1995000
1753,838000
1700,915000
1290,979000
2360,1125000
2540,2502000
1680,725000
2435,1375000
3396,500000
850,615000
0,1031000
747,610000
1611,2500000
1176,850000
850,928000
2174,1300000
1705,1315000
1212,998000
1509,1398000
1283,693500
2250,2500000
2029,3400000
2902,1800000
2562,1900000
1391,2525000
0,1200000
1565,1075000
823,659000
575,656000
2457,3700000
3291,3900000
600,859000
0,1600000
1950,815000
1796,853000
1984,2250000
1286,1150000
1425,845000
859,810000
3630,1950000
1358,950000
611,655000
887,490000
799,662500
1031,945000
1526,2160000
1527,3100000
0,1400000
1240,670000
1375,725000
1175,749000
1775,902000
671,830000
1125,1025000
1869,2350000
1042,910000
1350,1000000
2875,888000
1025,580000
1483,1010000
1074,1550000
1670,3250000
1300,650000
1944,815000
1342,1025000
2275,2139500
1904,835000
2520,1445000
1807,1500000
4264,1725000
927,850000
762,715000
1193,1316500
4080,1499000
1601,1650000
723,850000
895,859000
4012,11000000
960,725000
2915,3495000
1282,1030000
1192,1400000
1455,640000
1889,575000
1025,925000
1913,1412000
1709,2900000
1400,500000
3585,2200000
0,789000
0,1010000
0,1635000
1000,1495000
1719,1435000
995,805000
2404,825000
1658,1700000
1872,2600000
1000,715000
1200,900000
1998,1661000
940,477000
2243,2100000
2769,1910000
1000,635000
1800,1725000
2825,5075000
925,790000
1670,2750000
1527,2850000
475,560000
0,930000
1261,1135000
600,550000
1736,1125000
1194,1452000
887,1040000
1574,1775000
2596,3975000
1310,1005000
1720,3150000
3358,4750000
1152,1690000
2800,382500
834,650000
864,665000
586,585000
756,840000
0,945000
0,1425000
0,1725000
1173,995000
1400,1425000
1423,1500000
2043,2150000
1800,2900000
1592,888000
1320,950000
695,525000
1911,1610000
1692,1270000
1361,680000
741,720000
932,1025000
2320,1275000
1120,400000
965,930000
2690,1560000
4758,3150000
1518,1350000
917,950000
776,448000
1086,1050000
1551,1125000
1068,940000
850,1050000
800,1262500
1146,990000
2322,1834000
0,2200000
1585,955000
701,660000
1514,998000
1294,1375000
1983,1145000
3697,1480000
2885,3700000
1075,477000
1640,1050000
2236,2200000
2200,2420000
984,605000
1600,670000
694,491000
1048,1005000
748,875000
1100,750000
893,1025000
2078,1715000
1253,838000
2673,4200000
838,575000
1210,1450000
2443,1300000
875,480000
856,795000
1386,1450000
1762,2900000
1166,1450000
2174,2100000
1065,925000
825,1350000
1200,582000
1196,669000
1491,850000
1392,875000
1613,930000
732,905000
1907,1500000
1012,940000
2050,1350000
1953,1800000
0,675000
1150,1100000
1225,1575000
665,426000
1200,662500
0,1125500
908,870000
945,749000
1387,2500000
1190,900000
1025,450000
3412,2905000
2150,980000
1535,3400000
1204,480000
1740,970000
2321,3100000
849,925000
1930,1900000
1150,805000
744,575000
1405,775000
1464,836500
1210,1256000
801,682000
453,546000
1344,1189000
2461,1250000
799,850000
1334,1150000
991,1150000
789,690000
1279,1250000
2031,1915000
2210,2000000
3840,6415000
1529,900000
3125,2501500
2432,1500000
970,850000
1325,962000
1480,1050000
1390,1080000
1005,510000
1085,958000
2773,1645000
827,312000
1987,1410000
1175,1525000
825,835000
0,886000
925,790000
1403,982000
576,565000
563,750000
1855,1670000
923,875000
1154,1301000
1235,1250000
1525,1250000
719,860000
1405,710000
1800,2725000
615,530000
3650,1425000
986,1400000
1720,1600000
1900,1160000
1351,1700000
2062,850000
1500,1050000
1685,695000
830,638000
1242,1150000
1240,1200000
427,460000
755,839000
1175,1505000
0,725000
2600,915000
1450,1315000
2600,3250000
2520,720000
1705,720000
1612,1605000
8120,8600000
1300,961000
0,700000
1986,1340000
1038,1235000
1776,475000
2152,1410000
2352,750000
0,878500
867,705000
759,780000
930,825000
903,706000
2780,4995000
781,730000
1016,1600000
1125,850000
1440,937000
3520,10117500
1570,1050000
626,775000
3376,1745000
1263,975000
1496,1200000
3230,1430000
1360,900000
2560,1525000
1443,1219000
1565,1570000
1550,568000
1225,803000
619,620000
1072,1100000
2100,924000
938,945000
3875,2160000
2400,2100000
1600,830000
590,256500
1319,720000
0,660000
0,665500
0,735000
572,529000
2052,2425000
476,550000
1203,1350000
1105,700000
675,790000
1025,1005000
1710,1160000
880,710000
1127,959000
1624,1300000
1478,2010000
1375,2075000
756,665000
1444,900000
2300,1515000
2000,2300000
956,600000
1265,710000
1820,1100000
592,359000
744,543000
780,849000
1250,690000
2626,670000
1225,560000
710,875000
750,555000
0,650000
2775,130000
1520,1850000
2332,1502000
2080,3700000
2800,1310000
1305,1315000
2000,1725000
1015,956000
0,650000
832,915000
1097,1000000
2812,1770000
936,920000
687,615000
746,805000
632,500000
2288,535000
684,515000
1012,525000
0,655000
1667,1660000
1611,2500000
1565,1180000
2065,2600000
927,1205000
1377,1575000
1252,1075000
1964,1010000
1129,1220000
2065,3150000
1534,360000
1130,1300000
619,605000
0,666000
0,1155000
788,745000
1409,1150000
1615,1560000
950,890000
450,525000
1890,1601000
1145,535000
2416,625000
2270,2600000
1775,863500
0,1395000
1435,1500500
825,1165000
1325,1600000
812,648000
1374,728000
795,715000
989,750000
1420,1200000
539,515000
1335,1060000
1566,1555000
2681,1925000
1050,886000
1936,620000
2057,640000
1150,680500
2040,1650000
592,390000
830,640000
2029,1475000
3170,3625000
1190,766000
0,635500
0,876000
0,1035000
0,1160000
0,1267000
755,880000
713,807000
1025,2650000
1124,1240000
1100,775500
3714,3110000
1798,776000
880,470000
3360,2353000
0,655000
0,692000
0,733000
0,889000
0,1116000
691,820000
602,470000
436,520000
1850,990000
1080,1127000
3014,5500000
0,760000
1272,905000
1561,738000
2335,1388000
1080,4200000
2281,1800000
2350,1118000
0,720000
978,765000
1030,850000
1080,1175000
575,640000
1000,1250000
2200,1975000
1528,1252000
2850,1798000
1410,796000
1032,730000
2115,2150000
1721,1301000
903,599000
884,790000
1325,1100000
0,1073000
0,1145000
640,419000
1618,1400000
1190,790000
2400,310000
900,861000
0,1210000
881,840000
644,725000
1173,900000
1992,2350000
1750,1810000
2500,2900000
1834,850000
1200,999000
2295,2325000
2670,2350000
1795,1275000
1505,968000
2137,1115000
1632,580000
1300,975000
941,1120000
1496,1350000
1300,620000
0,746000
1500,1080000
1035,845000
1308,860000
1800,850000
1550,1195000
1677,885000
2933,1539000
1640,1240000
2340,989000
1581,2475000
937,943000
884,740000
0,1400000
0,618000
0,1205000
2600,1500000
840,600000
1358,1501000
1000,1950000
1350,530000
1144,725000
1856,1390000
1794,1014000
4498,6500000
2065,1465000
1314,1175000
669,150000
1021,488000
0,726000
0,904500
0,1325000
671,680000
795,618000
566,648000
1223,1100000
1166,1405000
929,1040000
2124,1160000
0,959000
1387,1578000
975,951000
969,1000000
2465,3200000
1893,1350000
1253,985000
1390,965000
2140,3050000
1101,500000
1137,900000
1800,3210000
1527,3500000
862,785000
1250,950000
1265,665000
3940,5125000
1092,930000
975,682500
850,689000
1000,592000
0,661000
0,744000
0,814000
1063,925000
4831,2633000
1101,1010000
682,720000
5175,2601500
1929,740000
1130,812000
825,1350000
1380,669000
1832,1395000
1640,1535000
2430,2150000
1680,2225000
3652,2450000
1450,1100000
2310,1290000
1290,1350000
1769,1351000
2070,2125000
6624,8400000
1200,1040000
1940,1625000
3919,4725500
978,705000
1460,2900000
855,1200000
1225,3400000
0,861000
0,862000
0,1120000
1000,765000
755,920000
1037,1185000
1238,1450000
1043,638000
861,851000
1530,1325000
1583,1060000
960,1200000
849,915000
997,560000
721,625000
764,760000
781,615000
970,856000
1419,1465000
1198,790000
1491,752500
1725,1100000
1200,499000
1020,645000
1269,1810000
718,565000
0,649000
1153,720000
710,815000
1058,1315000
2250,975000
925,1250000
1155,308000
0,532000
2600,2850000
410,407500
2170,2500000
1787,1625000
750,140000
1326,570000
838,574000
1090,1300000
937,1373000
1177,1400000
1070,527000
0,829000
0,868000
0,999000
418,450000
3003,3350000
2010,1300000
4142,1800000
1770,955500
3288,1468000
874,1050000
0,688500
0,689500
0,700000
742,650000
1278,1618000
972,1008500
973,1060000
732,610000
1740,950000
1544,1400000
630,499000
1564,790000
1690,825000
960,856000
4275,960000
677,650000
1211,678000
1211,1075000
1680,1650000
1897,861000
2560,1050000
1735,1700000
3674,6750000
1275,890000
1750,653500
1810,1866500
0,665000
1531,910000
0,1129000
0,1200000
1794,1600000
989,775000
1687,989000
1111,1425000
1864,1437500
825,729000
1041,1038000
1694,1290000
1048,555000
894,713000
1900,1800000
1503,925000
2874,3205000
1355,1250000
1499,1350000
1035,775000
0,676500
0,695000
0,773000
1433,1450000
1440,1100000
1375,1279000
1046,999500
635,740000
0,1087500
0,1087500
1625,2505000
1250,880000
1225,625000
836,635000
0,484500
0,663500
967,851000
0,1144000
1752,1750000
534,649000
965,690000
954,979000
1807,775000
1270,900000
2710,950000
1230,1030000
1839,1355000
3750,825000
1665,1125000
1565,1220000
1100,650000
2328,920000
1175,855000
1150,810000
2318,4375000
1275,1050000
1675,1525000
747,373000
3163,3450000
0,569500
951,915000
2354,1150000
900,765000
3420,2550000
1100,510000
1473,1162500
1740,2035000
1421,995000
1868,1350000
1844,3450000
896,490000
1050,620000
694,780000
0,657500
0,677000
693,605000
1250,1350000
450,410000
1393,1250000
1148,725000
1400,782000
977,975000
855,1153000
2560,1638000
1062,1025000
1500,955000
1704,968000
2106,1135000
1008,895000
1960,1800000
2140,2200500
1265,755000
1998,2610000
1118,750000
1355,785000
1788,973000
925,1751000
1400,852000
955,1160000
442,324500
0,644000
0,649000
1278,915000
3852,1225000
2982,2040000
995,217000
1500,1118000
1335,1103000
1365,1120000
1048,780000
1996,1320000
1232,490000
0,660000
969,1000000
600,665000
885,695500
1300,600000
900,732500
1068,1050000
1296,1150000
1695,960000
1024,700000
1046,741000
1851,920000
1645,1020000
4505,5000000
906,360000
0,634000
0,738500
0,1081000
795,850000
1320,935000
590,634000
1275,1250000
756,601000
1004,930000
1311,3050000
969,725000
1925,1450000
1673,905000
2552,1200000
1730,1845000
4035,2350000
2464,1500000
1384,491000
1424,635500
1200,750000
0,643500
0,801000
0,1027000
903,765000
1180,885000
1025,505000
1125,620000
1452,875000
1360,800000
0,337500
0,849500
764,840000
870,700000
1259,1495000
620,678000
1475,1550000
3679,860000
1004,1100000
1370,985000
1470,920000
615,525000
2750,990000
1919,1070000
2654,1340000
813,600000
949,1150000
812,768000
935,499000
1250,656000
725,550000
1419,1675000
1053,950000
1950,1300000
1366,1305000
1375,915000
610,640000
1011,780000
977,1000000
1048,1150000
2588,3075000
665,600000
1562,1295000
781,720000
3050,2150000
960,610000
1329,1153000
2880,1127000
1263,1340000
1342,1180000
936,990000
819,1098000
673,630000
1396,1600000
2710,2900000
4500,5105000
3725,7400000
0,1051500
1441,1130000
1700,1650000
1450,480000
1584,1799000
1275,656500
1106,755000
1169,660000
3356,4200000
4433,2030000
836,630000
1043,920000
432,448000
1094,1495000
700,805000
784,925000
728,415000
1583,1260000
795,781000
1488,1410000
1750,2500000
2269,1600000
1144,920000
900,525000
1974,1320000
1349,1099000
1292,485500
2192,577500
1654,1000000
819,1050000
1366,785000
899,929000
1390,960000
21066,5500000
677,711000
1142,3400000
1125,940000
1600,960000
2187,2200000
844,380000
2214,1900000
826,2070000
2270,1407000
0,237500
618,539000
668,685000
1222,600000
878,850000
1854,660000
1060,400000
1334,611500
744,619000
1859,2100000
1072,921000
2550,4500000
1127,850000
977,1150000
621,460000
890,1100000
837,970000
3729,1479000
4139,2300000
1684,1475000
2725,4950000
1040,975000
1845,3360000
1029,700000
2090,1084000
2000,950000
1290,1400000
2040,2250000
2062,830000
1125,751000
1162,1050000
3528,588000
672,695000
0,967000
675,740000
892,695000
892,695000
808,995000
1369,1800000
1591,1935000
550,407500
663,560000
831,620000
866,340000
700,699000
1275,760000
822,795000
1212,1100000
1932,1250000
0,1589000
0,1710000
1200,680000
1125,725000
1025,895000
708,950000
1300,800000
681,630000
1250,823500
418,555000
1342,1195000
2355,601000
1500,873000
682,475000
1500,670000
981,704000
832,750000
1502,1195000
1102,735000
1856,1400000
1155,630000
1220,723000
2732,1159000
1011,926000
2362,2375000
1665,715000
1288,837000
1275,1001000
1200,1449500
669,390000
970,950000
5279,3102000
1102,610000
1525,1400000
868,940000
1325,952000
2200,1100000
0,1295000
2584,2100000
1386,1550000
890,3775000
643,540000
0,2595000
841,700000
1300,1125000
1150,1225000
1153,1550000
1360,540000
1053,630000
2548,1098000
2547,2500000
1000,700000
1285,910000
1534,1534500
2000,1122000
1404,705000
2182,2200000
1666,885000
1030,760000
2231,985000
1238,1400000
1126,1000500
1282,1252500
1196,1269000
0,917500
2414,3300000
1572,1450000
1525,762000
615,500000
1830,1700000
1973,2000000
1012,785000
1675,1129000
1528,1220000
2000,2100000
2000,2699000
1200,901000
800,690000
3200,770000
1480,830000
1293,975000
1630,2458000
1710,2500000
988,975000
1425,535000
1112,575000
757,770000
1175,350000
1589,975000
1054,770000
2020,2300000
2840,5650000
708,620000
1322,900000
2198,1115000
2100,1175000
1316,900000
700,1105000
885,975000
2420,1350000
1769,1680000
1152,630000
1654,903000
2295,950000
1614,1650000
672,575000
1276,1465000
1605,1005000
1325,1230000
2071,1285000
1766,1406000
1037,950000
1600,1085000
1412,1600000
1000,596500
3375,2000000
1728,475000
872,585000
0,687000
1400,1425000
900,450000
1210,715000
1660,1075000
1540,765000
809,571000
0,1275000
3350,3253000
734,587500
1061,945000
1112,640000
2000,2150000
1375,750000
1784,1430000
1234,1011000
1175,666500
1192,1410000
1611,1725000
2655,1520000
1240,1125000
1068,442000
2052,2270000
0,825000
0,935000
923,935000
1302,1250000
1170,625000
1212,500000
1299,1020000
1941,1242500
0,239000
0,1249000
1253,949000
1170,1126500
850,536000
2333,725000
3706,1700000
1500,1000000
1146,125000
0,337500
503,490000
563,650000
1501,1290000
709,675000
1945,1735000
2045,1850000
1137,820000
1007,811000
667,410000
958,1120000
0,996000
1161,1350000
1951,2000000
1080,467000
1050,891000
0,723000
0,737000
830,550000
629,605000
822,780000
675,607500
1469,1850000
2120,1410000
1347,2100000
0,698000
0,975000
17844,1365000
1750,1510000
1300,655500
1190,680000
1780,1200000
526,600000
1165,999000
1160,1588000
744,475000
2545,1629500
872,450000
693,700000
0,709000
0,1167000
1069,1410000
1137,975000
1286,1250000
800,530000
0,5500000
2012,670000
910,515000
1125,528000
0,665000
0,689000
0,709500
0,719500
0,740500
0,1545000
696,350000
700,479000
1205,650000
1762,1820000
2860,460000
1190,870000
0,1301000
1544,651000
1250,1296000
1362,766000
1640,930000
3358,6000000
1540,685000
1025,602000
673,505000
791,440000
1000,575000
968,855000
712,315500
0,685000
0,1087000
0,1527000
0,755000
1653,1225000
0,652000
0,672500
0,875000
0,975000
3854,4400000
0,1060000
968,650000
1175,908000
1000,925000
0,1300000
0,1429000
5190,3230000
3059,1250000
1950,1220000
1250,555000
862,705000
833,708000
745,400000
670,685000
0,665000
0,709000
0,1094500
0,1567000
925,784000
0,639000
0,642000
0,860000
0,910000
0,967000
0,1007000
1164,735000
1099,820000
0,1060000
0,1300000
906,990000
0,649000
0,877500
0,917000
0,1012500
675,1065000
960,718000
1181,925000
3571,1265000
0,760000
1058,950000
1174,1051500
1560,925000
850,650000
0,1097000
0,1252000
0,1254000
0,1277000
1508,1400000
0,885000
0,1002000
1150,650000
1200,1085000
816,490000
1969,1622500
877,599000
1915,1750000
2826,1200000
2040,1725000
1577,700000
1491,1190000
1066,1050000
3235,2650000
1672,632000
2416,769000
1200,3550000
0,953000
0,695000
1030,1510000
800,470000
1893,710000
1500,928000
1526,926000
1775,1010000
1700,679000
1540,701000
1310,1660000
1850,2300000
1012,505000
2400,1255000
2030,1304000
1745,1735000
1743,1930000
975,1028000
0,652500
0,947000
0,1162000
0,1217000
0,1257000
643,650000
1000,595000
1048,3225000
732,681000
829,610000
750,600000
1072,961000
1471,1100000
650,399000
850,620000
0,675000
0,1094000
1135,781500
0,875000
1300,439000
1920,730000
1560,762000
1975,1420000
1739,1375000
0,1112000
694,569000
1413,1350000
2466,475000
1137,1275000
1520,1210000
1709,1420000
1515,1375000
893,780000
1510,819000
1445,628000
1812,1000000
1054,825000
2020,1670000
3900,1650000
1019,1060000
0,689000
0,709000
1054,985000
0,926500
1753,1025000
2999,1330000
1515,835000
1300,1650000
0,977000
950,1100000
0,765000
0,775000
1229,781500
1025,535000
1444,1289000
2000,935000
3264,1370000
1131,905000
625,330000
5085,1290000
1401,930000
1000,656000
995,670000
2980,1180000
1245,1550000
1601,2075000
663,639000
0,784000
1338,1150000
2950,2500000
1092,1045000
1726,665500
2347,713000
1148,1305000
1344,1227000
1150,775000
1540,1260000
1300,511000
1543,1095000
1332,600000
1307,1175000
1541,1164500
1225,611000
672,507500
605,650000
602,411000
976,722000
992,660000
1674,1400000
1986,1500000
1250,590000
1000,720000
1551,760000
2188,850000
1128,1330000
1061,685000
900,750000
0,3650000
1440,350000
2154,799000
1763,1625000
3906,8650000
1030,738000
1150,760000
950,770000
685,655000
1290,950000
750,799000
2530,1500000
1250,1605000
1650,2000000
2613,3000000
905,795000
0,760000
1350,1025000
1370,780000
1344,340000
1626,710000
665,410000
1696,850000
728,720000
4434,345000
1755,1190000
877,620000
925,750000
852,750000
0,774000
616,470000
975,910000
850,500000
1635,1195000
5085,1400000
1700,825000
2000,850000
1290,1200000
3206,1575000
1270,745000
2993,1216000
1375,720000
995,1150000
1175,1148000
1131,985000
1200,590000
1312,910000
3160,1835000
2429,1525000
500,484000
970,550000
925,738000
504,600000
0,674000
807,706000
390,311000
1250,589000
1375,650000
769,730000
1270,1500000
1845,1900000
3714,5510000
841,650000
1958,1180000
3450,900000
0,1350000
1000,550000
780,665000
1760,480000
1515,532000
985,585000
1512,1150000
592,375000
914,875500
2453,1795000
1974,1252000
984,360000
2031,825000
329,375000
974,803000
3060,815000
1310,375000
1046,1325000
1864,1750000
957,651000
1076,760000
1183,499000
937,760000
900,775000
1024,1105000
1200,1100000
1125,1500000
1615,2875000
1208,1120000
3350,3225000
1328,905000
1300,715000
1393,911500
1213,949000
1904,800000
803,385000
1441,1175000
1205,771000
1043,900000
900,760000
1091,890000
1041,1000000
0,1560000
2398,2000000
1256,887500
1315,848000
1300,785000
550,585000
1270,889000
1375,749500
1147,885000
971,1495000
1053,760000
2801,850000
1190,1525000
1187,665000
1771,982000
669,4650000
1525,1300000
1782,1450000
1158,799000
1490,2400000
900,700000
1200,1110000
1125,650000
839,850000
1225,946000
1343,820000
2282,1166000
1858,2900000
4111,3500000
1665,980000
2874,1300000
1244,750000
760,795000
2265,3825000
1819,4615000
864,4615000
820,306000
1756,1535000
2170,1150000
1852,840000
921,717000
875,637000
1427,2650000
831,690000
835,1152000
812,521500
1430,740000
2100,950000
3839,1100000
1359,1331000
1384,598000
2718,3175000
927,1400000
1456,1850000
880,965000
1585,1488000
882,702000
1339,500000
1050,602500
7147,3950000
2464,1505000
2400,1150000
951,805000
1380,1425000
2602,2275000
1093,770000
1288,960000
3000,1700000
1414,1105000
1925,1800000
662,630000
680,590000
1625,1205000
