Area,Price
1140,698000
0,155000
1105,750000
3898,3600000
720,875000
1850,1662000
906,466000
2157,800000
962,1025000
1023,1367000
962,775000
675,825000
1300,1150000
1095,1455000
1115,1211000
437,940000
900,1200000
977,575000
1879,901000
1450,2900000
2200,4100000
1165,1200000
2050,1750000
2388,2550000
1190,965000
1957,1652000
1200,650000
1698,752000
1361,1500000
1459,1580000
2448,1645000
1100,1100000
1186,625000
1150,730000
2449,1420000
807,550000
732,900000
1224,1070000
1100,812000
1296,1316000
1025,878000
1261,950000
1580,1350000
2317,3130000
1064,1366000
1250,1110000
1258,630000
1040,805000
1552,1725000
1193,1150000
868,770000
2085,2800000
4779,3900000
800,750000
1308,1105000
1292,340000
1068,575000
1375,779000
1356,950000
1763,1805000
963,960000
2037,1850000
1780,2350000
720,1505000
1473,800000
1172,1250000
1908,1385000
1581,2300000
3228,2390000
1360,1435000
898,930000
1640,1850000
1670,2700000
1183,1125000
900,830000
1790,2200000
1834,2100000
1513,720000
1752,842000
863,1055000
1534,1230000
1120,1305000
1000,1590000
2275,1400000
5373,2800000
2750,8500000
3312,2315000
0,949000
1148,1010000
1171,1295000
1278,1565000
1809,1440000
1726,2300000
1180,975000
1553,1398000
1625,925000
1135,1400000
3014,1625000
1478,1950000
1680,2000000
1240,2650000
1350,1060000
1162,1175000
598,526000
8125,9000000
2158,1025000
2299,1600000
2660,3655500
6111,12000000
1651,1285000
1700,1435000
1242,700000
1077,670000
1337,750000
966,1200000
0,1250000
610,830000
3000,1375000
770,382000
1325,765000
900,975000
1605,1153000
1496,2250000
1654,1088000
2990,3500000
1150,950000
2070,1607000
990,710000
1959,1101000
980,712000
933,790000
966,670000
1947,2950000
967,904000
814,868000
2631,2739500
1250,1280000
1972,790000
2323,2750000
1939,3210000
1350,965000
1440,3303000
1820,1425000
1312,985000
1925,1300000
2051,2075000
743,645000
1000,710000
1970,769000
1228,836000
0,966000
1092,1258000
827,928000
821,525000
1360,1325000
1490,1100000
0,1230000
1128,1450000
1481,1915000
2354,2400000
880,660000
1755,2145000
1817,2050000
3134,3400000
858,1050000
3105,2989000
680,475000
1110,650000
1125,653000
1520,840000
1900,1260000
1868,1215000
1150,1250000
920,1360000
1592,2250000
1474,760000
1488,810000
1745,1085000
1224,1650000
2016,3090000
705,760000
1446,2100000
1520,1880000
806,1060000
1240,1250500
6000,4999000
1549,1200000
4310,1350000
1954,1675000
1970,1300000
2168,2360000
669,505000
916,950000
1102,1050000
1423,1315000
2211,1325000
2100,3100000
3550,4400000
1877,1610000
1767,1250000
2002,2600000
1518,980000
1846,1150000
1450,1250000
1025,3850000
1173,623000
2286,845000
1166,950000
1619,2850000
1611,1900000
749,760000
1318,710000
1525,811000
1400,870000
1067,1100000
1570,1225000
947,1227000
1231,1246000
1034,1280000
2180,1425000
895,2000000
2240,2300000
2429,2600000
2296,11000000
669,500000
700,650000
885,818000
680,830000
0,1060000
1532,1305000
1275,1380000
1644,1405000
2075,2825000
552,503000
1045,790000
903,925000
666,960000
875,996000
977,1050000
1753,1300000
1470,1350000
1716,1450000
1459,1650000
2917,2295000
3075,2310000
2041,2415000
3321,3995000
1000,850000
918,855000
1648,950000
862,1005000
1149,1116000
1156,1405000
1850,1650000
1415,1760000
2050,1850000
2631,2251000
1256,2660000
2746,2800000
2569,5475000
3913,6680000
1517,750000
1570,1000000
915,1005000
1305,1225000
1215,1280000
880,1315000
1363,1325000
1250,1465000
2014,1510000
1789,1740000
1712,1850000
1550,1940000
1809,2810000
2045,5400000
0,240000
0,240000
831,830000
732,880000
1121,888000
959,910000
960,910000
824,949000
1646,970000
1100,992000
875,1025000
1622,1125000
1150,1220000
1023,1225000
1642,1250000
2111,1250000
1127,1350000
700,1375000
1060,1485000
1521,1500000
1500,1630000
1315,1710000
1446,1800000
910,1985000
2233,2015000
1875,2150000
0,240000
535,605000
1145,850000
836,870000
0,1130000
2170,1350000
1457,1400000
2289,2015000
291,415000
795,741000
808,950000
1113,1080000
2098,1735000
1850,2800000
835,317000
791,530000
0,625000
1325,810000
1250,818000
824,827000
850,850000
1050,1700000
1807,2100000
2620,3800000
2121,3825000
3024,4880000
415,565000
662,715000
755,825000
1541,855000
880,973000
1395,1110000
1125,1200000
1431,1500000
1359,1540000
1100,1755000
1580,1855000
1300,4175000
4200,7995000
600,560000
724,585000
1063,735000
816,830000
2052,875000
1213,950000
932,1068000
825,1100000
945,1170000
1131,1325000
1295,1351000
1427,1400000
1825,1425000
1260,1550000
1490,1555000
2020,1750000
1709,2300000
511,641000
779,735000
1795,1075000
1400,1150000
1235,1325000
1750,1400000
1534,2075000
454,548000
750,555000
750,790000
768,793000
1175,885000
794,890000
1005,1000000
974,1071000
1628,1090000
1579,1190000
1434,1200000
1512,1250000
1577,1400000
1668,1410000
1834,1600000
1752,1650000
1174,1675000
0,1850000
1730,1903000
1035,2500000
0,240000
1726,455000
892,659000
800,760000
756,800000
728,900000
2169,918000
2044,950000
1075,975000
1106,1000000
660,1060000
1313,1125000
1336,1150000
1139,1199000
1425,1248000
1947,1250000
1049,1410000
1440,1450000
1896,1475000
1898,1492500
2001,1550000
1000,1895000
1988,2000000
1970,2200000
1540,2250000
3076,2400000
0,3005000
5520,3600000
0,4995000
4790,5600000
620,448000
1018,556000
707,600000
632,615000
2250,850000
1140,888000
1183,1160000
1310,1410000
1225,1620000
1413,1625000
3320,1700000
1655,1808000
1450,2000000
2300,2250000
2144,2600000
701,593500
875,655000
722,695000
1016,700000
1575,760000
780,785000
1370,998000
919,1060000
1652,1175000
1122,1223500
1089,1260000
1362,1262000
1264,1400000
1817,1410000
2075,1650000
1958,1800000
1505,2100000
1100,2160000
1384,2205000
1494,3100000
3709,4975000
844,890000
660,690000
1250,1425000
1163,1310000
2320,5200000
1284,1300000
1085,610000
3911,910000
3350,2475000
1227,620000
1179,635000
0,1195000
1200,815000
1431,1200000
1412,1760000
2194,1810000
588,560000
1697,825000
1222,1400000
1180,950000
1575,1500000
2400,1900000
2352,1100000
1525,2430000
1125,1110000
815,782000
3430,3150000
750,560000
1125,1305000
1300,1010000
821,885000
3320,1795000
3200,6175000
5595,6700000
875,750000
1328,1011000
1832,1210000
1276,1150000
988,595000
1415,1325000
1137,610000
650,605000
1029,1156000
1874,693000
3005,5650000
971,531000
1427,2730000
795,869000
1109,699000
894,920000
852,1210000
1298,1110000
1842,1600000
2402,475000
872,1000000
1305,1590000
1944,2410000
3100,4800000
1824,1000000
1598,551000
2330,870000
929,969000
900,1580000
2750,835000
489,700000
2885,1930000
1750,1360500
789,972000
2021,2500000
550,275000
2153,2895000
1175,1060000
1000,736000
526,405000
536,575000
740,960000
1106,1268000
1050,570000
1759,1100000
3500,5200000
1059,1100000
1260,1650000
1106,1050000
1466,1780000
0,232000
1472,1485000
920,990000
1100,1400000
1680,2306000
1050,635000
1108,775000
2300,2750000
2407,2200000
1655,310000
1350,1000000
2817,4450000
2654,1820000
1310,1065000
2482,1465000
2454,2050000
1639,1850000
1836,1050000
1550,1135000
1700,1603000
1298,1200000
1125,1815000
1155,650000
1180,820000
1365,1555000
1700,1950000
10236,23889000
1174,1350000
1900,1825000
1496,2500000
1993,2250000
1275,3000000
792,635000
1039,901000
1381,1850000
1222,810000
936,670000
662,742500
2094,915000
3074,4400000
1646,1550000
6807,6285000
0,1000000
1250,750000
570,660000
714,686000
818,782000
566,540000
800,1380500
1350,1015000
1675,2850000
1840,3250000
1231,950000
983,1050000
533,575000
1500,926500
1000,1475000
942,760000
600,625000
1370,2100000
3037,4350000
944,790000
2648,2619000
2971,3398000
0,700000
819,1179000
602,575000
1147,1333500
1245,1100000
1674,955500
1137,925000
1310,1410000
5370,1250000
1470,960000
1150,535000
658,649000
755,1059000
1762,1900000
779,740000
1657,1700000
2100,730000
1640,3700000
1873,2275000
2180,1000000
0,285000
0,1600000
1054,1315000
1565,2000000
1518,1375000
3300,4611000
995,375000
1963,1450000
1782,1050000
4000,4700000
1760,1110000
912,815000
1712,2300000
1425,1451000
1213,1025000
3050,2200000
3646,2425500
1605,930000
3511,3500000
2010,1525000
1579,830000
1265,925000
1633,2135000
1637,1000000
776,1070000
0,1000000
0,285000
1559,1600000
804,850000
1635,1605000
2705,2275000
1216,1150000
1010,1003000
1222,1200000
1137,850500
4680,3400000
1899,1330000
803,855000
0,3475000
1000,640000
1375,1200000
610,555000
880,735000
1460,885000
755,1079000
1126,860000
1238,1216000
2173,780000
1217,820000
925,1015000
1125,1900000
1037,2100000
1125,815000
1034,1133000
2260,4650000
1533,1000000
1287,1708000
2564,2500000
500,485000
1850,1250000
1046,1300000
953,745000
701,709000
2715,1900000
1564,2100000
1712,730000
670,705000
1450,1500000
1540,835000
736,653000
4352,7875000
4738,10995000
1475,898000
1560,1300000
1518,1260000
2210,1800000
1186,1465000
1620,1200000
1643,1700000
1502,5995000
1247,1100000
1652,1350000
1125,810000
0,779000
1201,1200000
1450,1250000
1244,451500
1195,715000
1000,850500
2500,1995000
1341,3750000
1018,1000000
1050,1100000
1400,1100000
2470,1550000
1322,1620000
1564,1172000
1870,1190000
1936,1200000
2050,2610000
1078,1050000
1140,860000
2427,1285000
0,939000
1170,1090000
1440,2150000
858,875000
865,820000
1066,1265000
819,1288000
1832,2300000
0,249000
953,1120000
975,1200000
1148,1087500
720,860000
1419,960000
2248,1650000
1270,1450000
2144,2600000
675,775000
1410,1500000
500,850000
1005,940000
2435,2450000
2600,970000
747,1100000
800,731500
1280,1925000
3433,960000
1565,1215000
1200,1015000
2075,1350000
0,959000
0,2549000
1777,2600000
851,750000
1432,1400000
800,500000
1700,700000
2224,2500000
1100,1450000
1453,1213000
3404,3000000
885,560000
979,1000000
1100,1110000
2220,1915000
1150,2500000
830,635000
1139,1110000
2904,1050000
2303,818000
751,585000
1151,1045000
900,805000
1640,1827000
1580,908000
1516,2250500
1259,1507500
1045,1170000
1981,1700000
750,660000
1248,1130000
947,1125000
1050,840000
1766,1550000
724,545000
750,905000
983,1300000
1037,1425000
1700,969000
1718,1208000
1414,1800000
1050,650000
1150,1226000
1050,1380000
2993,2100000
865,785000
1270,990000
1617,1375000
1398,1360000
907,1050000
2255,3995000
1375,730000
750,750000
1481,2000000
1014,548000
1211,830000
625,730000
1290,670000
2016,1300000
658,700000
755,915000
1874,1335000
764,1605000
750,700000
2760,1850000
2054,2150000
0,1295000
2237,760000
670,770000
1616,1800000
1209,582500
871,830000
1228,720000
1019,1500000
724,571000
882,901000
912,925000
760,905000
780,350000
756,540000
1124,730000
1306,681000
670,479500
0,315500
0,1600000
1689,1100000
2027,2600000
1430,1850000
2213,3000000
1125,685000
1660,742000
1583,1255000
1894,2018000
948,558000
0,221500
1507,1115000
837,257000
1901,2250000
1494,690000
725,744000
875,920000
1650,1100000
926,1350000
1832,1799000
1700,1900000
2000,2455000
2128,2460000
2723,1620000
825,1175000
1564,1400000
2640,2700000
695,605000
979,1100000
1366,1420000
1125,1465000
1196,650000
744,496000
1842,955000
1850,1350000
1637,728000
950,1199000
909,734500
1090,1688000
1420,1200000
1890,1350000
753,210000
2000,1480000
900,630000
677,680000
2247,883500
1250,1100000
1480,1650000
835,825000
1433,1210000
1590,988000
2836,2400000
1480,1600500
1842,1200000
1128,1500000
956,650000
1280,975000
538,640000
2240,1330000
1600,1600000
683,695000
1766,1400000
1390,790000
510,350000
942,580000
1098,1079000
1078,880000
1447,844000
730,590000
695,616000
1960,905000
750,688000
1259,805000
3800,2525000
830,610000
800,775000
1248,725000
1165,1358000
1391,1450000
0,560000
524,500000
1750,2115000
1470,775000
1125,900000
1550,705000
2437,720000
2124,1450000
744,555000
1243,775000
755,688000
927,920000
52838,8049500
650,615000
1125,900000
1115,915000
1375,980000
1192,1159000
2369,5200000
2160,1000000
1778,194000
1006,649000
1065,1250000
1043,1450000
974,575000
1675,695000
0,1165000
1500,1025000
1131,1035000
3636,1045000
852,800000
978,1130000
1872,925000
1404,1050000
5058,1010000
1442,1245000
1410,1075000
1425,885000
1892,1455000
893,825000
1729,1900000
2195,1450000
874,1140000
1360,1465000
1245,1767000
763,749000
1500,975000
1275,1050000
884,900000
2600,7500000
1610,1125000
1049,1098000
2952,3900000
0,729000
1304,1112000
605,460000
655,625000
1420,1450000
1685,1795000
558,443000
0,749000
928,925000
575,1075000
815,325000
862,517500
825,550000
2473,1050000
2238,1850000
2627,1665000
1725,2175000
3651,1600000
1983,902000
1030,1438500
1213,700000
2896,765500
410,424500
1160,1200000
1125,805000
1172,885000
2480,827500
1214,900000
894,530000
1950,1550000
2100,1010000
0,2450000
2550,2510000
4400,3817000
480,215500
1273,660000
1150,950000
1626,1050000
1520,1100000
1263,1050000
795,685000
819,1075000
264,389000
1285,1150000
866,446000
1452,1075000
1850,660000
1175,800000
2074,635000
2500,1999000
2392,1205000
1791,3225000
1125,654000
922,827000
432,488000
1525,1230000
1953,2735000
812,736500
1932,1330000
1550,1082000
3010,2195000
1380,688000
2105,1600000
1277,960000
1169,750000
2516,825000
1058,970000
1100,875000
8335,6500000
1525,908000
1824,1850000
2300,2800000
4000,2400000
4151,1684000
0,2575000
1410,850000
1518,1370000
1700,1175000
0,848000
728,761000
1073,1100000
1300,350000
1474,685000
830,670000
1125,690000
1871,1075000
1284,1318000
1102,1160000
0,1125000
1105,1050000
658,505000
2920,1600000
1876,2325000
800,830000
2518,1760000
1068,1165000
1128,900000
1161,1050000
1983,1270000
1472,1450000
1762,1337000
836,415000
950,1135000
1162,800000
1060,850000
3234,2450000
36994,2600000
1932,1175000
1050,762000
1043,1052000
513,388000
1174,1448000
1451,1315000
832,735000
947,1020000
2600,3450000
2168,1408000
1808,1237500
4690,2123000
2463,3200000
0,817000
1629,1505000
2669,1600000
1206,3575000
1375,576000
1552,830000
1439,1160000
1450,1000000
1150,1250000
1181,1010000
997,640000
837,1149000
911,888500
940,740000
1056,1125000
1130,1150000
1100,650000
1476,1325000
1063,1651000
1833,1995000
4290,820000
3715,1845000
2325,1650000
3480,1305000
1800,1375000
2490,2900000
1688,765000
2080,1549000
1650,1600000
2075,670000
1196,755000
800,1650000
2008,2100000
1560,2350000
784,412000
1044,680000
1000,725000
1050,875000
1034,570000
1300,710000
956,1050000
724,730000
820,970000
1372,1175000
843,818000
801,890000
930,1106000
1211,1050000
2083,746000
2092,940000
914,890000
1872,1812000
1250,950000
994,925000
2158,1025000
0,1325000
0,1464000
2225,2475000
3400,3849000
775,600000
1432,710000
1125,738000
1059,792000
4120,1500000
1159,715000
1852,1380000
2940,2100000
796,440000
1320,825000
1365,860000
719,820000
0,1450000
1587,3250000
0,1165000
1745,1657500
1403,1190000
1550,1611500
4903,14000000
887,650000
440,915000
1412,1150000
1220,1400000
2400,1810000
1749,663000
1092,665000
875,800000
666,303500
2040,3350000
1325,998000
2504,1100000
1575,1150000
648,675000
1396,1525000
3130,460000
1966,1450000
915,650000
1420,875000
2275,1350000
0,1239000
0,1399000
1800,2325000
0,2450000
1290,400000
1050,750000
1297,1342000
959,500000
752,749000
1230,820000
1565,1700000
1390,1400000
936,738000
3176,8750000
919,1005000
2151,1300000
860,815000
2190,915000
1019,951000
1204,1010000
1750,750000
1690,1050000
947,990000
1318,1250000
1725,1441000
1037,780000
1000,1175000
2025,1190000
0,1850000
2499,1500000
1402,1930000
1350,620000
903,770000
910,1750000
320,1100000
1737,2001000
1440,1100000
1321,1200000
1384,1275000
1041,900000
1525,1200000
1090,992000
1600,577000
1195,1250000
1180,908000
1600,1350000
845,1462500
0,950000
1865,1125000
826,805000
2200,1436000
1236,1150000
0,1600000
1115,1000000
1575,995000
950,899000
1340,1300000
4050,1450000
1364,1475000
1432,708000
635,650000
1372,1700000
2143,1900000
659,240500
1012,775000
1362,910000
1375,939000
1681,1550000
0,1205000
1125,889000
0,1279000
0,1345000
1064,962000
1286,1250000
1274,1300000
1103,558000
2053,2600000
1125,580000
962,701000
2480,1800000
701,790000
2316,1861000
1468,1649000
1640,1350500
1678,960000
1680,728000
1732,2000000
1622,905000
1579,1025000
1104,1015000
1918,1765000
996,1250000
700,1658000
1198,790000
1325,865000
1145,1100000
585,242500
1104,1020000
1740,1130000
1500,1425000
2625,1795000
1852,1127000
1450,950000
0,1390000
1352,1500000
1718,1265000
936,995000
1563,1251000
1068,420000
1850,925000
1450,952000
946,870000
797,685000
882,649000
791,800000
1370,720000
1353,1500000
2180,1280000
1775,1950000
1460,1065000
1700,1579000
0,12000
0,940000
1048,885000
1680,1420000
801,750000
1136,1410000
1130,1255000
1367,1275000
1650,1056000
1187,1240000
1550,1220000
0,1320000
1997,1000000
852,875000
1628,995000
1500,1231000
4200,1355000
875,715000
1469,2200000
996,540000
1150,701000
1227,950000
1150,950000
2274,2087500
1128,900000
1000,1000000
3863,4999500
1498,658000
1519,755000
2942,3600000
1275,1045000
3818,3807000
1673,935000
1856,1371000
1338,1080000
709,548000
676,560000
1031,1031000
1240,1350000
1859,1700000
2052,3300000
650,688000
1102,1110000
1500,1185000
912,580000
670,800000
1164,1160000
750,739000
1055,1250000
1142,1300000
1264,1680000
659,272000
1100,1250000
1175,875000
1500,950000
2600,1500000
5172,4999500
3144,7100000
580,152500
2300,651000
858,750000
1484,805000
1100,949000
1480,820000
2867,1500000
1728,500000
850,640000
1125,750000
866,888000
746,1121000
1340,1350000
1000,1025000
766,830000
2275,3800000
666,303500
1230,898000
1750,1603500
2362,1900000
828,1009000
1829,2100000
1805,2475000
1362,1380000
1500,1675000
432,485000
710,915000
801,725000
1032,780000
1062,1565000
1170,1150000
2317,1410000
1739,1975000
2555,2525000
1824,2810000
1550,890000
0,630000
1103,1230000
1727,711000
592,415000
1040,1050000
2540,1090000
822,660000
541,405000
815,860000
1017,830000
1250,1360000
1250,700000
1432,768000
1643,903000
913,1350000
3082,2250000
1223,780000
1436,2326000
1197,1060000
1175,690000
3300,2850000
968,650000
669,390000
1375,735000
518,388000
768,724000
1070,1670000
618,500000
2329,3300000
700,270000
1211,999500
2235,1040000
1660,1115000
0,550000
1428,815000
1782,850000
1822,1325000
1405,1875000
1731,2400000
1434,1400000
850,720000
850,850000
1500,915000
1275,1235000
1453,1790000
1902,3422500
0,502500
2864,605000
1175,725000
1072,1735000
1596,1740000
2073,1000000
1151,1715000
980,505000
1210,910000
892,612000
942,888000
1518,1400000
1012,637500
1910,2025000
638,485000
1135,1225000
1608,1531000
1280,751000
2395,2975000
1559,1500000
822,690000
1478,1662000
2805,3525000
1109,790000
2572,1850000
1437,425000
1400,576000
1769,1300000
0,1448000
1467,1000000
2668,3800000
973,825000
1250,680000
3655,1470000
964,1050000
1115,1155000
1752,1825000
1449,1350000
1144,1515000
1375,1038000
2200,2225000
1150,690000
1240,820000
1267,878000
2350,2800000
1410,1395000
2230,6995000
1520,745000
855,720000
4675,3576000
2518,2450000
2512,2868000
831,765000
787,730000
1537,1208000
1600,3225000
1498,850000
442,350000
1169,1100000
689,708000
2900,1777000
2500,2300000
2043,1958000
780,750000
1208,1375000
1585,3750000
1609,1260000
1050,1265000
800,1292000
1193,1705000
1386,605000
922,652000
1312,1065000
920,1200000
1855,1310000
1560,1815000
1162,830000
1123,1278000
1553,1335000
1295,975000
1280,1090000
0,1365000
2800,1900000
1674,1728000
3488,2000000
2295,1680000
987,940000
1175,1302000
1020,540000
1100,640000
1260,1265000
1056,930000
656,790000
807,690000
872,848000
983,925000
1242,1415000
1164,815000
1610,1310000
2500,1440000
1250,625000
1182,680000
1050,880000
2300,1030000
1472,2000000
1325,1150000
1619,1410000
1456,1400000
1155,1925000
1750,2430000
1838,1105000
1850,1425000
1200,838500
1200,870000
1627,930000
1800,2400000
844,620000
1210,1572000
1414,1300000
838,900000
2041,1895000
2177,2187500
560,450000
792,630000
3338,3495000
1260,940000
1108,940000
1810,960000
3270,975000
1188,1100000
1394,1676000
1900,1615000
1825,1750000
2188,2010000
3480,3475000
2808,2181000
1196,815000
2219,2750000
1019,600000
825,660000
1940,1412000
1056,1115000
1320,745000
605,750000
908,810000
2636,1550000
1341,1320000
1082,630000
0,1300000
1445,361000
1920,1100000
1978,1607000
0,770000
478,503000
1981,1745000
788,878000
1100,1150000
1275,1300000
1411,1500000
1440,1565000
1152,865000
1650,1785000
950,900000
2013,960000
0,445000
1750,629000
1150,720000
1252,925000
1755,1350000
990,700000
1862,1200000
1875,1511000
1160,1900000
968,530000
2024,1300000
1285,792000
1428,900000
655,650000
1025,957000
575,550000
1019,1311000
1197,825000
961,942000
2354,2025000
2300,1580000
1206,740000
3591,2450000
825,760000
917,941000
1160,955000
1387,1000000
779,725000
1068,1050000
2014,1055000
1272,1030000
785,670000
2256,1737500
2340,1888000
1900,2450000
1790,1850000
1709,1810000
1197,925000
1698,1010000
2015,1295000
1084,1250000
0,1187000
1517,1263000
2400,2000000
2178,2010000
1601,1555000
1600,815000
1400,960000
2610,1061000
1820,2500000
992,815000
867,830000
1147,945000
2500,2600000
1229,1095000
802,600000
907,742000
916,910000
1000,614000
1378,870000
1303,1400000
702,600000
3790,4681000
1087,521000
557,625000
1182,1270000
1199,1375000
956,683000
510,800000
1501,1164500
1433,2100000
1960,940000
649,756000
1424,1225000
1772,1970000
2850,2650000
810,770000
1268,1210000
1128,1300000
1920,2265000
1325,950000
1500,990000
1519,1437500
2848,3250000
1610,1220000
1125,852000
1284,1096000
1695,1125000
4992,3540000
1600,715000
1868,1225000
2956,1800000
1199,900000
520,1120000
1257,1320000
1298,1475000
2100,733000
1600,740000
0,758000
1150,1280000
1500,1775000
750,450000
1590,1325000
2904,1800000
2300,1850000
1200,943000
1908,1275000
1096,850000
861,860000
947,1212500
759,760000
1073,935000
1216,985000
1740,1740000
484,495000
1900,943000
910,800000
1012,855000
3215,1550000
1019,700000
3538,3800000
2020,1300000
670,450000
669,405000
672,650000
1133,1600000
894,825000
990,1246000
0,983000
1502,1160000
733,760000
668,768500
1442,1130000
2275,1980000
1111,1250000
1250,1405000
1317,888000
0,925000
2250,1315000
858,538000
990,650000
1353,705000
2924,367500
1894,1589000
800,812000
1138,835000
2368,1105500
2231,1400000
885,585000
1505,930000
1872,1300000
800,803000
2100,1240000
764,430000
1224,1200000
725,807000
935,557000
1125,880000
642,675000
1502,825000
2258,1070000
1320,1630000
0,570000
1452,795000
639,611000
735,725000
1814,1795000
673,675000
936,1000000
1236,665000
828,1150000
2262,1800000
3150,1900000
975,950000
1122,1085000
1368,1145000
1955,1550000
1261,1425000
2682,2410000
1355,875000
1348,1100500
892,1405000
741,890000
1900,1550000
0,712000
904,815000
1080,938000
1166,1410000
1278,1600000
860,745000
1109,1130000
1170,750000
2101,860000
1522,1500000
2455,1200000
1025,1150000
840,960000
1800,709000
1930,1116000
2650,2350000
1578,1550000
745,418000
850,805000
923,1116500
3192,2681000
2600,763000
1250,1190000
836,805000
1623,1950000
1653,1300000
2159,1910000
1821,1040000
1900,1084000
1545,1250000
2070,3310000
1424,350000
1725,823000
837,720000
2176,3450000
1450,1375000
1700,1148000
769,1550000
1900,1700000
2148,1900000
1312,1950000
2188,2430000
1600,1300000
1988,1275000
997,585000
1573,950000
1309,1700000
1204,905000
1780,1178000
1250,690000
1440,1240000
1665,1500000
1851,1500000
1175,2310000
1743,980000
1260,1000500
659,675000
1208,1200000
4049,3825000
987,700000
1850,950000
995,1050000
1373,480000
984,675000
1275,575000
2063,1382000
676,560000
1000,740000
0,959000
1500,1275000
1228,772000
1830,1200000
1500,1450000
1035,900000
1472,929000
1350,1100000
773,982000
672,526000
738,690000
1100,780000
1076,800000
1785,905000
1867,1520000
1275,1000000
2297,2025000
2332,2400000
763,575000
1670,888000
1812,1012500
1063,545000
0,925000
1295,888000
775,665000
1100,670000
1300,1240000
2500,1050000
3845,2250000
1579,750000
1528,975000
3998,6700000
1582,990000
665,426000
1387,630000
1125,660000
1550,1830000
1729,1450000
1075,1410000
1000,680000
0,719000
797,860000
456,377000
1350,890000
1345,1100000
1115,1511000
1656,2700000
732,619000
882,630000
1526,1295000
1053,805000
1180,940000
1275,1650000
1665,656000
811,1106000
1348,1263000
1245,1275000
1939,1840000
990,855000
1040,795000
1350,1055000
886,1150000
1186,628500
1840,890000
1242,1205000
1300,480000
1245,805000
1151,810000
781,465000
1258,700000
2250,1225000
1567,1238000
1020,446500
1726,1385000
1018,1150000
1950,775000
2451,1500000
1416,980000
1585,1000000
1568,1185000
1080,665000
1141,683000
636,599000
1684,1550000
1302,899000
1250,1100000
1224,1200000
1012,810000
1235,1070000
1580,800000
1672,1300000
1235,1180000
412,490000
1203,1300000
1530,930000
1332,800000
1150,1050000
0,946000
0,994000
975,900000
2509,1160000
1650,1420000
2370,1790000
2022,3005000
0,1475000
1162,865000
4436,3012000
1140,780000
1353,915000
1330,1000000
1125,805000
850,750000
1175,1175000
4930,4388000
954,1002000
1272,1495000
2955,5700000
1353,625000
1217,675000
1315,735000
1005,775000
1363,975000
989,1050000
746,1550000
984,540000
1409,1074000
1740,899000
1573,1375000
0,1525000
750,554500
1484,1125000
2486,2325000
0,1300000
1729,1320000
3100,1350000
1950,1280000
1510,904000
631,500000
1775,765500
972,605000
750,1550000
1147,520000
2470,1275000
683,649000
1696,1750000
1300,750000
1152,950000
1019,285000
0,390000
0,940000
0,959000
0,999500
1300,976000
808,1037500
821,1250000
2971,1788000
893,795000
1300,1420000
608,652000
740,442500
700,477000
1412,875000
360,955000
1250,1655000
1212,733000
1200,850000
1416,1170000
2840,2700000
1432,1100000
1500,810000
1414,1140000
4952,1709000
1468,2275000
1000,465000
1087,960000
1599,1600000
1063,552000
1057,650000
1375,845000
730,681000
1800,1150000
1700,601000
1672,1150500
1898,1135000
1183,665000
890,698000
474,363000
1325,1349000
2062,1450000
706,480000
0,903000
0,1900000
3795,5350000
1035,875000
1994,1070000
1210,545000
4745,4150000
739,401000
1012,820000
775,752000
0,1288000
2206,1750000
1960,2165000
2104,1150000
1043,799000
1616,2415500
1080,875000
1106,1125000
2250,680000
1214,680000
1107,900000
1346,1575000
1850,1700000
1514,871000
1664,1350000
1065,829000
2590,2650000
960,630000
1560,1130000
1060,730000
1125,855000
747,899000
1527,1300000
1179,900000
2283,1302000
1794,1270000
2082,1758000
2900,2200000
1175,968000
1566,1250000
2150,1650000
825,810000
1125,880000
1890,3400000
1200,562000
750,1200000
1725,2300000
977,1075000
1857,1008000
1324,1300000
1309,1320000
917,950000
1695,1600000
1529,600000
2298,2475000
2161,3750000
1163,950000
1150,1050000
472,660000
2086,2500000
1500,1500000
1591,1500000
3360,2930000
1025,740000
0,1255000
1166,875000
1450,2025000
2600,2800000
2938,2450000
1300,1000000
1684,1130000
1636,1250000
882,875000
928,710000
2016,1810000
1650,1850000
1075,800000
1285,918000
1422,1275000
2100,2665000
1178,600000
955,708000
1424,805000
1456,1485000
2420,2850000
1275,930000
948,925000
1183,1070000
929,830000
949,880000
1100,1300000
1554,2050000
531,580000
0,246000
0,1228000
0,1750000
1978,1975000
1500,950000
1149,975000
1125,1097000
880,1120000
621,700000
2999,1300000
1062,1083000
1788,1900000
1162,735000
2177,1100000
1279,1080000
1750,1149000
2945,1300000
1446,1300000
1467,1090000
1800,1200000
1792,1210000
1422,710000
1373,1115000
800,750000
1681,2400000
984,550000
730,790000
1531,1850000
464,635000
671,760000
1054,1175000
879,785000
1280,1400500
950,601500
2494,1450000
417,450000
1541,925000
836,685000
1307,1580000
686,580000
822,785000
681,745000
0,1950000
750,525000
1130,1150000
1842,1804000
687,720000
1840,860000
1320,950000
1722,1775000
2240,4650000
1118,620000
1858,860000
677,525000
2400,3730000
660,640000
1125,785000
1200,1530000
3866,1850000
1310,1005000
1490,1215000
1656,1100000
1373,1330000
1363,1450000
1668,3650000
1360,825000
0,899000
683,745000
918,1500000
1850,900000
1788,2073500
2162,1990000
613,560000
1169,600000
830,625000
605,635000
962,725000
1600,725000
1850,736000
